orderid,orderdate,shipmode,customerid,productid,category,subcategory,quantity,profit,discountpercentage,price
CA-2017-106537,2017-08-12,Standard Class,RH-19495,OFF-PA-10000223,Office Supplies,Paper,4,7.26,20,20.74
US-2017-103828,2017-08-13,Same Day,JK-15370,OFF-ST-10001325,Office Supplies,Storage,3,8.49,0,31.44
US-2017-103828,2017-08-13,Same Day,JK-15370,OFF-AP-10004249,Office Supplies,Appliances,7,22.62,0,83.79
US-2017-103828,2017-08-13,Same Day,JK-15370,OFF-AR-10000588,Office Supplies,Art,3,15.48,0,59.52
US-2017-103828,2017-08-13,Same Day,JK-15370,OFF-SU-10000946,Office Supplies,Supplies,4,9.26,0,31.92
CA-2016-115588,2016-11-10,Second Class,AF-10885,OFF-SU-10001225,Office Supplies,Supplies,5,-3.31,20,14.72
CA-2016-115588,2016-11-10,Second Class,AF-10885,OFF-ST-10001558,Office Supplies,Storage,3,-2.44,20,38.98
CA-2017-143861,2017-06-12,Standard Class,LC-16885,FUR-FU-10001546,Furniture,Furnishings,2,1.07,20,17.09
CA-2014-148040,2014-03-22,Standard Class,BF-11275,OFF-PA-10002581,Office Supplies,Paper,3,23.24,20,74.35
CA-2014-148040,2014-03-22,Standard Class,BF-11275,FUR-CH-10001482,Furniture,Chairs,3,-35.36,20,314.35
CA-2017-135167,2017-06-15,Standard Class,SC-20800,OFF-AR-10002399,Office Supplies,Art,1,1.75,0,4.26
CA-2017-137022,2017-11-16,Standard Class,SW-20275,OFF-ST-10001963,Office Supplies,Storage,8,24.34,0,811.28
US-2017-102638,2017-12-29,First Class,MC-17845,OFF-FA-10002988,Office Supplies,Fasteners,3,2.95,0,6.03
US-2016-167339,2016-01-21,Second Class,TD-20995,FUR-CH-10004289,Furniture,Chairs,2,-5.76,20,153.57
US-2016-167339,2016-01-21,Second Class,TD-20995,FUR-CH-10000785,Furniture,Chairs,7,76.01,20,1013.49
CA-2016-152072,2016-01-15,Standard Class,Dp-13240,OFF-EN-10003040,Office Supplies,Envelopes,2,24.6,0,52.34
CA-2016-152072,2016-01-15,Standard Class,Dp-13240,OFF-AR-10001573,Office Supplies,Art,2,1.35,0,4.66
CA-2016-152072,2016-01-15,Standard Class,Dp-13240,TEC-AC-10000844,Technology,Accessories,3,91.79,0,254.97
CA-2016-102932,2016-09-19,Second Class,SD-20485,OFF-BI-10000756,Office Supplies,Binders,6,12.72,0,25.44
CA-2016-102932,2016-09-19,Second Class,SD-20485,OFF-SU-10000381,Office Supplies,Supplies,3,8.1,0,27.93
CA-2014-165540,2014-02-21,Standard Class,TM-21010,OFF-BI-10004094,Office Supplies,Binders,5,-13.72,80,8.85
CA-2016-130799,2016-11-11,Second Class,BK-11260,FUR-FU-10001852,Furniture,Furnishings,4,2.23,0,6.96
CA-2016-164483,2016-01-30,Standard Class,JF-15490,OFF-BI-10000014,Office Supplies,Binders,2,5.89,20,17.46
US-2016-159856,2016-10-18,Standard Class,EP-13915,FUR-CH-10003396,Furniture,Chairs,5,-34.64,20,307.92
CA-2017-102099,2017-12-18,First Class,EP-13915,OFF-AR-10003811,Office Supplies,Art,3,1.79,0,6.63
CA-2017-102099,2017-12-18,First Class,EP-13915,OFF-PA-10003172,Office Supplies,Paper,2,6.22,0,12.96
CA-2017-102099,2017-12-18,First Class,EP-13915,OFF-PA-10000289,Office Supplies,Paper,5,15.55,0,32.4
CA-2017-164049,2017-11-02,Standard Class,KH-16630,OFF-PA-10000791,Office Supplies,Paper,5,10.73,0,23.85
CA-2014-142727,2014-04-29,Second Class,HG-14845,FUR-CH-10002304,Furniture,Chairs,2,12.99,0,51.96
CA-2014-142727,2014-04-29,Second Class,HG-14845,OFF-BI-10000136,Office Supplies,Binders,3,8.61,0,17.94
CA-2017-139913,2017-10-23,Standard Class,JC-16105,OFF-PA-10003739,Office Supplies,Paper,2,5.66,0,11.56
CA-2017-139913,2017-10-23,Standard Class,JC-16105,OFF-PA-10002479,Office Supplies,Paper,5,11.88,0,26.4
CA-2017-139913,2017-10-23,Standard Class,JC-16105,FUR-FU-10000771,Furniture,Furnishings,11,29.01,0,69.08
CA-2017-139913,2017-10-23,Standard Class,JC-16105,TEC-PH-10001552,Technology,Phones,3,10.05,0,35.88
CA-2014-169033,2014-03-30,Standard Class,KM-16720,OFF-AR-10001915,Office Supplies,Art,5,20.85,0,49.65
US-2016-164630,2016-01-04,Standard Class,EB-13975,TEC-CO-10000971,Technology,Copiers,4,120.0,20,959.97
US-2015-114839,2015-04-26,Standard Class,PW-19240,FUR-CH-10004086,Furniture,Chairs,2,-5.83,30,408.42
CA-2015-166464,2015-09-12,Standard Class,PG-18895,TEC-CO-10000971,Technology,Copiers,2,60.0,20,479.98
CA-2015-166464,2015-09-12,Standard Class,PG-18895,OFF-LA-10001317,Office Supplies,Labels,4,6.05,0,12.6
CA-2017-124898,2017-09-11,Standard Class,DB-12910,OFF-PA-10003656,Office Supplies,Paper,7,84.94,0,184.66
CA-2016-164035,2016-06-12,Standard Class,CR-12730,OFF-PA-10002160,Office Supplies,Paper,5,8.38,20,23.12
CA-2016-153577,2016-06-27,Standard Class,KH-16330,OFF-PA-10000575,Office Supplies,Paper,7,12.18,20,37.46
CA-2016-153577,2016-06-27,Standard Class,KH-16330,FUR-CH-10003981,Furniture,Chairs,3,-7.71,30,539.66
CA-2014-127586,2014-09-26,Standard Class,CS-12400,OFF-ST-10002615,Office Supplies,Storage,2,80.63,0,310.12
CA-2017-121615,2017-11-03,Standard Class,DL-12925,OFF-PA-10000327,Office Supplies,Paper,2,3.85,0,8.56
CA-2017-121615,2017-11-03,Standard Class,DL-12925,OFF-ST-10001325,Office Supplies,Storage,5,14.15,0,52.4
CA-2017-121615,2017-11-03,Standard Class,DL-12925,OFF-LA-10001771,Office Supplies,Labels,3,6.87,0,14.94
CA-2017-166415,2017-02-19,Standard Class,ME-17725,OFF-FA-10004968,Office Supplies,Fasteners,3,0.22,0,11.22
CA-2015-118444,2015-11-05,Standard Class,VD-21670,OFF-AP-10000576,Office Supplies,Appliances,4,24.2,20,387.14
CA-2014-113929,2014-06-16,Standard Class,CK-12205,OFF-EN-10003286,Office Supplies,Envelopes,5,19.46,0,41.4
CA-2014-113929,2014-06-16,Standard Class,CK-12205,OFF-AR-10003772,Office Supplies,Art,4,10.5,0,35.0
CA-2014-113929,2014-06-16,Standard Class,CK-12205,OFF-BI-10002852,Office Supplies,Binders,3,14.34,20,39.55
CA-2015-134747,2015-10-12,Second Class,DL-12925,TEC-PH-10002890,Technology,Phones,3,35.29,0,135.72
CA-2015-134747,2015-10-12,Second Class,DL-12925,OFF-BI-10001308,Office Supplies,Binders,2,5.65,0,12.56
CA-2015-134747,2015-10-12,Second Class,DL-12925,TEC-PH-10001750,Technology,Phones,4,71.27,0,263.96
CA-2017-155047,2017-08-27,First Class,SE-20110,OFF-AR-10003338,Office Supplies,Art,1,0.37,20,5.95
CA-2016-160129,2016-11-23,Same Day,LS-17200,OFF-FA-10002763,Office Supplies,Fasteners,5,2.37,20,15.8
CA-2016-160129,2016-11-23,Same Day,LS-17200,FUR-FU-10002088,Furniture,Furnishings,2,3.95,20,14.37
CA-2016-160129,2016-11-23,Same Day,LS-17200,FUR-FU-10003976,Furniture,Furnishings,7,12.33,20,70.45
CA-2017-164329,2017-01-30,Same Day,MM-17920,OFF-ST-10001511,Office Supplies,Storage,2,6.47,0,129.3
US-2015-141453,2015-11-30,Second Class,DB-13270,OFF-BI-10000301,Office Supplies,Binders,3,-5.82,80,3.88
CA-2014-156993,2014-06-28,Standard Class,RW-19630,OFF-FA-10003495,Office Supplies,Fasteners,1,3.04,0,6.08
CA-2014-157721,2014-09-02,First Class,JM-16195,OFF-AP-10001303,Office Supplies,Appliances,1,8.96,0,19.9
CA-2014-157721,2014-09-02,First Class,JM-16195,FUR-FU-10002116,Furniture,Furnishings,1,4.95,0,70.71
CA-2017-128629,2017-07-10,Second Class,BP-11155,FUR-FU-10000771,Furniture,Furnishings,3,7.91,0,18.84
CA-2017-158106,2017-06-04,Standard Class,CT-11995,OFF-AR-10002255,Office Supplies,Art,3,2.51,0,8.64
US-2017-120390,2017-10-19,Standard Class,TH-21550,OFF-BI-10004995,Office Supplies,Binders,4,-1306.55,70,1633.19
CA-2017-143434,2017-11-18,Standard Class,ME-17320,FUR-FU-10002597,Furniture,Furnishings,4,8.3,0,19.76
CA-2015-168564,2015-08-08,Same Day,TT-21220,OFF-BI-10004970,Office Supplies,Binders,2,2.23,20,6.61
CA-2015-168564,2015-08-08,Same Day,TT-21220,OFF-BI-10002557,Office Supplies,Binders,2,2.73,20,7.28
CA-2015-168564,2015-08-08,Same Day,TT-21220,FUR-CH-10000785,Furniture,Chairs,1,10.86,20,144.78
US-2016-169040,2016-12-06,Standard Class,GT-14710,TEC-PH-10002310,Technology,Phones,1,13.72,20,156.79
US-2016-169040,2016-12-06,Standard Class,GT-14710,TEC-PH-10002834,Technology,Phones,3,27.0,20,431.98
US-2016-169040,2016-12-06,Standard Class,GT-14710,OFF-EN-10000927,Office Supplies,Envelopes,1,16.15,0,35.89
US-2016-169040,2016-12-06,Standard Class,GT-14710,OFF-BI-10001636,Office Supplies,Binders,7,15.34,20,47.21
US-2016-169040,2016-12-06,Standard Class,GT-14710,OFF-PA-10001736,Office Supplies,Paper,7,116.6,0,248.08
US-2016-169040,2016-12-06,Standard Class,GT-14710,OFF-PA-10000482,Office Supplies,Paper,5,89.16,0,189.7
US-2016-169040,2016-12-06,Standard Class,GT-14710,OFF-BI-10001658,Office Supplies,Binders,3,19.44,20,59.81
CA-2017-155880,2017-03-25,Standard Class,JD-16150,FUR-CH-10000422,Furniture,Chairs,1,14.56,0,90.99
CA-2017-155880,2017-03-25,Standard Class,JD-16150,FUR-CH-10004675,Furniture,Chairs,7,427.44,0,1526.56
CA-2017-155880,2017-03-25,Standard Class,JD-16150,FUR-CH-10002880,Furniture,Chairs,3,40.59,0,368.97
CA-2017-126242,2017-11-19,Standard Class,MC-18100,OFF-ST-10000675,Office Supplies,Storage,9,76.25,0,305.01
CA-2017-126242,2017-11-19,Standard Class,MC-18100,FUR-FU-10002685,Furniture,Furnishings,1,7.11,0,18.7
CA-2016-166443,2016-11-04,First Class,LH-17020,FUR-FU-10004020,Furniture,Furnishings,7,16.46,0,38.29
CA-2017-169859,2017-12-14,Standard Class,MP-18175,FUR-FU-10004963,Furniture,Furnishings,3,11.03,0,26.25
CA-2017-169859,2017-12-14,Standard Class,MP-18175,OFF-BI-10000174,Office Supplies,Binders,14,22.74,20,64.96
CA-2017-169859,2017-12-14,Standard Class,MP-18175,OFF-EN-10000461,Office Supplies,Envelopes,5,20.54,0,43.7
CA-2017-134915,2017-11-12,Same Day,EM-14140,TEC-AC-10001266,Technology,Accessories,4,13.0,20,41.6
CA-2017-134915,2017-11-12,Same Day,EM-14140,OFF-PA-10002160,Office Supplies,Paper,5,8.38,20,23.12
CA-2017-134915,2017-11-12,Same Day,EM-14140,FUR-CH-10004875,Furniture,Chairs,2,9.97,20,113.89
CA-2017-134915,2017-11-12,Same Day,EM-14140,FUR-FU-10000305,Furniture,Furnishings,2,-5.68,20,113.57
CA-2017-134915,2017-11-12,Same Day,EM-14140,TEC-PH-10000347,Technology,Phones,2,0.69,20,7.92
CA-2017-134915,2017-11-12,Same Day,EM-14140,TEC-PH-10001459,Technology,Phones,2,50.4,20,671.98
CA-2016-153353,2016-08-18,Standard Class,GG-14650,TEC-PH-10000439,Technology,Phones,1,11.6,0,39.99
CA-2017-123638,2017-06-27,Standard Class,MA-17995,FUR-CH-10002647,Furniture,Chairs,3,31.94,10,191.65
CA-2017-168900,2017-05-04,Standard Class,SH-20395,OFF-BI-10003910,Office Supplies,Binders,1,-1.93,70,2.31
CA-2015-158456,2015-12-24,Standard Class,KT-16465,OFF-BI-10001097,Office Supplies,Binders,4,7.23,20,19.94
CA-2015-158456,2015-12-24,Standard Class,KT-16465,OFF-FA-10004854,Office Supplies,Fasteners,4,21.58,0,45.92
CA-2017-143665,2017-04-26,Standard Class,PO-19180,OFF-PA-10003673,Office Supplies,Paper,3,9.36,0,20.34
CA-2017-143665,2017-04-26,Standard Class,PO-19180,OFF-LA-10002034,Office Supplies,Labels,8,19.25,0,39.28
CA-2017-137428,2017-12-16,Second Class,AY-10555,FUR-CH-10002774,Furniture,Chairs,2,9.18,20,81.57
CA-2017-137428,2017-12-16,Second Class,AY-10555,FUR-CH-10003817,Furniture,Chairs,2,6.07,20,97.18
CA-2017-137428,2017-12-16,Second Class,AY-10555,OFF-BI-10002949,Office Supplies,Binders,5,8.21,20,24.32
CA-2017-137428,2017-12-16,Second Class,AY-10555,FUR-FU-10002445,Furniture,Furnishings,2,7.58,0,18.96
CA-2014-162866,2014-12-27,Standard Class,Co-12640,FUR-FU-10001473,Furniture,Furnishings,6,-19.77,60,32.95
CA-2014-162866,2014-12-27,Standard Class,Co-12640,OFF-ST-10002562,Office Supplies,Storage,4,3.0,20,30.02
CA-2017-167941,2017-11-06,Second Class,JF-15565,OFF-AP-10002118,Office Supplies,Appliances,3,43.71,20,499.58
CA-2017-167941,2017-11-06,Second Class,JF-15565,OFF-PA-10001800,Office Supplies,Paper,6,10.89,20,31.1
CA-2017-167941,2017-11-06,Second Class,JF-15565,OFF-BI-10002827,Office Supplies,Binders,8,-10.62,70,13.27
CA-2017-167941,2017-11-06,Second Class,JF-15565,FUR-FU-10004671,Furniture,Furnishings,2,6.36,20,28.27
CA-2017-167941,2017-11-06,Second Class,JF-15565,OFF-ST-10000736,Office Supplies,Storage,4,-51.83,20,259.14
CA-2017-111808,2017-12-16,Standard Class,AR-10510,OFF-BI-10004656,Office Supplies,Binders,5,5.18,0,10.8
CA-2015-137512,2015-05-07,Standard Class,AG-10675,FUR-TA-10001095,Furniture,Tables,2,-31.37,30,244.01
CA-2015-137512,2015-05-07,Standard Class,AG-10675,OFF-PA-10000213,Office Supplies,Paper,4,5.38,20,15.94
CA-2017-139773,2017-12-04,Same Day,DV-13045,FUR-CH-10001797,Furniture,Chairs,7,-2.69,30,188.55
CA-2017-134607,2017-10-03,Second Class,HL-15040,OFF-ST-10002214,Office Supplies,Storage,2,5.87,0,22.58
CA-2014-109232,2014-01-13,Second Class,ND-18370,FUR-CH-10000422,Furniture,Chairs,6,87.35,0,545.94
CA-2015-139850,2015-06-12,Standard Class,GB-14575,OFF-PA-10003848,Office Supplies,Paper,4,7.26,20,20.74
CA-2015-139850,2015-06-12,Standard Class,GB-14575,FUR-FU-10003623,Furniture,Furnishings,2,4.33,20,43.3
CA-2014-131310,2014-07-12,Standard Class,CL-12565,FUR-CH-10001797,Furniture,Chairs,4,13.85,20,123.14
CA-2014-131310,2014-07-12,Standard Class,CL-12565,OFF-BI-10003094,Office Supplies,Binders,4,3.8,20,11.26
US-2014-112872,2014-12-06,Second Class,RC-19960,OFF-ST-10002205,Office Supplies,Storage,3,4.67,20,53.42
US-2014-112872,2014-12-06,Second Class,RC-19960,FUR-TA-10003238,Furniture,Tables,1,-170.8,50,275.49
CA-2016-139269,2016-05-25,Standard Class,JB-16045,FUR-FU-10000755,Furniture,Furnishings,4,6.24,0,24.96
CA-2016-139269,2016-05-25,Standard Class,JB-16045,OFF-PA-10002893,Office Supplies,Paper,2,9.29,0,19.36
CA-2016-139269,2016-05-25,Standard Class,JB-16045,OFF-ST-10000689,Office Supplies,Storage,9,152.12,0,1267.65
CA-2016-139010,2016-02-21,Second Class,MC-17635,TEC-AC-10004227,Technology,Accessories,1,0.78,0,12.99
CA-2016-139010,2016-02-21,Second Class,MC-17635,OFF-BI-10000174,Office Supplies,Binders,4,6.5,20,18.56
CA-2016-139010,2016-02-21,Second Class,MC-17635,OFF-ST-10001809,Office Supplies,Storage,5,8.98,0,449.15
CA-2016-139010,2016-02-21,Second Class,MC-17635,OFF-BI-10002309,Office Supplies,Binders,7,10.94,20,31.25
CA-2016-134376,2016-10-02,Standard Class,TT-21265,OFF-AP-10004532,Office Supplies,Appliances,3,16.59,0,61.44
CA-2017-147291,2017-03-11,Standard Class,MJ-17740,OFF-BI-10003091,Office Supplies,Binders,4,421.08,0,895.92
CA-2016-112893,2016-09-09,Second Class,AT-10735,OFF-BI-10004654,Office Supplies,Binders,4,18.68,20,55.36
US-2014-150532,2014-07-14,Standard Class,PB-19150,OFF-ST-10000760,Office Supplies,Storage,5,6.29,20,55.92
CA-2014-138317,2014-06-21,Standard Class,NW-18400,OFF-EN-10001539,Office Supplies,Envelopes,4,8.4,20,24.9
CA-2014-138317,2014-06-21,Standard Class,NW-18400,FUR-FU-10000550,Furniture,Furnishings,1,0.65,20,3.98
CA-2014-138317,2014-06-21,Standard Class,NW-18400,TEC-AC-10003628,Technology,Accessories,4,28.79,20,95.97
CA-2014-138317,2014-06-21,Standard Class,NW-18400,TEC-MA-10004521,Technology,Machines,3,-172.49,70,206.99
CA-2014-138317,2014-06-21,Standard Class,NW-18400,OFF-AP-10003860,Office Supplies,Appliances,2,3.89,20,44.42
CA-2014-138317,2014-06-21,Standard Class,NW-18400,OFF-BI-10000069,Office Supplies,Binders,2,-7.2,70,9.01
CA-2015-130610,2015-07-05,Standard Class,VP-21730,OFF-BI-10003655,Office Supplies,Binders,5,8.93,0,19.0
CA-2017-104381,2017-12-16,Standard Class,RD-19810,OFF-BI-10001628,Office Supplies,Binders,4,10.43,20,33.38
CA-2016-131499,2016-09-08,First Class,MG-17875,OFF-AP-10003779,Office Supplies,Appliances,1,62.24,0,207.48
CA-2014-148761,2014-05-17,Standard Class,PA-19060,OFF-BI-10000666,Office Supplies,Binders,3,45.84,0,91.68
CA-2017-116519,2017-10-13,First Class,CR-12730,OFF-AP-10000828,Office Supplies,Appliances,5,253.37,0,904.9
CA-2014-130729,2014-10-24,Standard Class,AA-10375,OFF-BI-10002706,Office Supplies,Binders,3,11.14,20,34.27
CA-2016-124772,2016-12-05,First Class,JG-15160,FUR-FU-10004748,Furniture,Furnishings,3,74.81,0,191.82
CA-2016-115525,2016-07-25,Standard Class,RR-19525,OFF-AP-10000026,Office Supplies,Appliances,5,27.44,20,243.88
CA-2017-134845,2017-04-17,Standard Class,SR-20425,OFF-BI-10000773,Office Supplies,Binders,5,-9.22,70,12.03
CA-2017-134845,2017-04-17,Standard Class,SR-20425,TEC-MA-10000822,Technology,Machines,5,-3399.98,70,2549.99
CA-2017-134845,2017-04-17,Standard Class,SR-20425,OFF-BI-10001543,Office Supplies,Binders,2,-15.84,70,21.59
CA-2017-134845,2017-04-17,Standard Class,SR-20425,OFF-BI-10003355,Office Supplies,Binders,6,-6.57,70,8.96
CA-2017-134845,2017-04-17,Standard Class,SR-20425,OFF-PA-10002005,Office Supplies,Paper,4,7.26,20,20.74
US-2015-138919,2015-09-17,Standard Class,LS-16975,FUR-TA-10004154,Furniture,Tables,2,-103.27,40,344.22
US-2016-160528,2016-08-23,Standard Class,MH-18115,OFF-ST-10002743,Office Supplies,Storage,8,-172.73,20,727.3
US-2016-160528,2016-08-23,Standard Class,MH-18115,FUR-FU-10004973,Furniture,Furnishings,3,-10.17,60,22.61
US-2016-160528,2016-08-23,Standard Class,MH-18115,TEC-AC-10002842,Technology,Accessories,7,-33.32,20,666.4
CA-2015-123568,2015-11-08,Standard Class,SC-20095,OFF-FA-10002701,Office Supplies,Fasteners,3,0.2,0,5.04
CA-2015-123568,2015-11-08,Standard Class,SC-20095,OFF-PA-10001125,Office Supplies,Paper,3,41.82,0,92.94
CA-2015-123568,2015-11-08,Standard Class,SC-20095,FUR-FU-10004090,Furniture,Furnishings,3,22.01,0,66.69
CA-2015-123568,2015-11-08,Standard Class,SC-20095,OFF-BI-10001510,Office Supplies,Binders,5,28.65,20,91.68
CA-2017-124674,2017-11-17,Standard Class,JB-16000,FUR-BO-10002202,Furniture,Bookcases,2,-14.46,32,327.73
CA-2015-164441,2015-11-08,Standard Class,AC-10450,OFF-BI-10001922,Office Supplies,Binders,11,17.64,20,52.27
CA-2015-164441,2015-11-08,Standard Class,AC-10450,OFF-PA-10001667,Office Supplies,Paper,3,8.07,0,17.94
CA-2017-169054,2017-04-22,Standard Class,MO-17800,FUR-FU-10001488,Furniture,Furnishings,3,0.0,20,254.35
CA-2014-106719,2014-08-24,Same Day,RB-19645,OFF-BI-10002799,Office Supplies,Binders,2,2.69,20,8.29
CA-2017-116855,2017-12-17,Standard Class,AI-10855,FUR-CH-10003846,Furniture,Chairs,5,80.78,0,504.9
US-2016-164189,2016-03-24,Standard Class,DR-12880,TEC-PH-10003691,Technology,Phones,4,25.2,20,403.17
CA-2015-168480,2015-09-21,Standard Class,DM-12955,FUR-BO-10000468,Furniture,Bookcases,4,31.09,0,194.32
CA-2015-168480,2015-09-21,Standard Class,DM-12955,OFF-AR-10001044,Office Supplies,Art,1,7.54,0,25.99
US-2016-114293,2016-11-21,Standard Class,JH-16180,FUR-CH-10003833,Furniture,Chairs,4,-12.2,20,195.14
CA-2017-134173,2017-09-16,Standard Class,AB-10060,OFF-PA-10004355,Office Supplies,Paper,4,7.26,20,20.74
US-2015-123960,2015-06-11,Standard Class,BD-11605,TEC-AC-10003038,Technology,Accessories,6,10.2,0,53.7
US-2015-123960,2015-06-11,Standard Class,BD-11605,OFF-BI-10002799,Office Supplies,Binders,7,16.68,0,36.26
US-2015-123960,2015-06-11,Standard Class,BD-11605,OFF-AR-10003582,Office Supplies,Art,2,15.76,0,56.3
US-2015-123960,2015-06-11,Standard Class,BD-11605,OFF-PA-10004451,Office Supplies,Paper,5,15.55,0,32.4
US-2015-123960,2015-06-11,Standard Class,BD-11605,FUR-FU-10004666,Furniture,Furnishings,2,10.79,0,29.16
CA-2017-101749,2017-10-03,Standard Class,AS-10045,FUR-TA-10001520,Furniture,Tables,3,-6.42,20,171.29
US-2016-147991,2016-05-05,Standard Class,ZD-21925,FUR-FU-10004270,Furniture,Furnishings,5,3.34,20,16.72
CA-2017-149559,2017-09-11,Same Day,KF-16285,OFF-PA-10003172,Office Supplies,Paper,2,6.22,0,12.96
CA-2017-149559,2017-09-11,Same Day,KF-16285,OFF-EN-10002312,Office Supplies,Envelopes,2,10.87,0,22.18
CA-2017-149559,2017-09-11,Same Day,KF-16285,FUR-CH-10002320,Furniture,Chairs,8,256.78,20,2054.27
CA-2015-135174,2015-04-30,Second Class,BP-11230,TEC-PH-10001530,Technology,Phones,5,-255.74,40,1022.97
CA-2017-125290,2017-11-06,Second Class,CC-12430,OFF-AR-10001216,Office Supplies,Art,5,3.61,0,13.9
CA-2017-125290,2017-11-06,Second Class,CC-12430,OFF-PA-10003127,Office Supplies,Paper,1,12.13,0,26.38
CA-2014-137351,2014-09-30,Standard Class,DB-13615,OFF-BI-10003910,Office Supplies,Binders,7,13.49,20,43.18
CA-2017-121419,2017-04-02,First Class,TC-21475,FUR-TA-10004534,Furniture,Tables,2,70.01,0,411.8
CA-2017-121419,2017-04-02,First Class,TC-21475,TEC-AC-10000892,Technology,Accessories,4,129.6,0,360.0
US-2017-148054,2017-10-06,Standard Class,NZ-18565,FUR-FU-10003247,Furniture,Furnishings,2,2.94,0,41.96
US-2017-148054,2017-10-06,Standard Class,NZ-18565,OFF-AP-10004336,Office Supplies,Appliances,4,66.07,0,227.84
US-2017-148054,2017-10-06,Standard Class,NZ-18565,OFF-PA-10001295,Office Supplies,Paper,2,18.21,0,37.94
CA-2016-128517,2016-04-09,Second Class,SW-20350,TEC-PH-10002555,Technology,Phones,2,134.65,0,517.9
CA-2016-128517,2016-04-09,Second Class,SW-20350,OFF-BI-10000831,Office Supplies,Binders,2,2.43,0,5.28
US-2015-100377,2015-08-28,Standard Class,TS-21370,TEC-CO-10001046,Technology,Copiers,5,874.99,20,2799.96
CA-2017-131492,2017-10-19,Second Class,HH-15010,OFF-EN-10002973,Office Supplies,Envelopes,2,4.3,0,8.96
CA-2017-131492,2017-10-19,Second Class,HH-15010,OFF-LA-10001641,Office Supplies,Labels,10,15.12,0,31.5
CA-2017-131492,2017-10-19,Second Class,HH-15010,FUR-FU-10003878,Furniture,Furnishings,2,10.39,0,30.56
CA-2017-131492,2017-10-19,Second Class,HH-15010,FUR-TA-10003837,Furniture,Tables,2,-3.35,20,24.37
CA-2016-144554,2016-11-07,Standard Class,DM-13345,TEC-AC-10002800,Technology,Accessories,3,22.5,20,119.98
CA-2017-127621,2017-03-03,Standard Class,RE-19450,OFF-PA-10001307,Office Supplies,Paper,8,9.74,20,26.88
CA-2015-145184,2015-11-27,First Class,JD-16150,TEC-PH-10002350,Technology,Phones,3,23.51,0,83.97
CA-2015-145184,2015-11-27,First Class,JD-16150,TEC-AC-10000397,Technology,Accessories,3,7.35,0,104.97
CA-2017-106859,2017-03-13,Second Class,BF-11215,OFF-ST-10000615,Office Supplies,Storage,8,25.42,0,90.8
CA-2017-106859,2017-03-13,Second Class,BF-11215,TEC-PH-10004531,Technology,Phones,8,49.26,20,140.74
CA-2017-106859,2017-03-13,Second Class,BF-11215,TEC-AC-10004001,Technology,Accessories,5,88.13,0,214.95
CA-2017-106859,2017-03-13,Second Class,BF-11215,OFF-PA-10001534,Office Supplies,Paper,7,21.77,0,45.36
CA-2017-106859,2017-03-13,Second Class,BF-11215,OFF-PA-10001815,Office Supplies,Paper,6,138.36,0,288.24
US-2017-120089,2017-11-30,Same Day,ML-17755,OFF-AP-10003779,Office Supplies,Appliances,4,82.99,20,663.94
CA-2014-119375,2014-11-17,Standard Class,YC-21895,OFF-ST-10002011,Office Supplies,Storage,7,792.27,0,2934.33
